1537374601,evervue_de,"Mit dem Spectrum setzten Sie Akzente auf einer trostlosen Wand. Spectrum gibt es als Portrait- oder Landschaftsformat, mit Bildschirmgrößen von 32"" bis 75"".  #frametv #walldecor #spectrumtv #interiorinspo #walldesign https://t.co/ZMW936o2aE", 
1537347601,evervue_au,Accentuate a boring wall with Spectrum Smart TV. Spectrum is available in landscape and portrait orientation with screen sizes of 32” and as large as 75”. #spectrumtv #interiorinspo #walldesign https://t.co/hEeTAdxUBU https://t.co/vxR1R5xohq, 
1537319776,BEWilliams21,#spectruminternet #spectrumtv #spectrumphone #spectrumcable - all horrible. People are nice. Service and reliability are crap. @Ask_Spectrum, 
1537237593,Ginrraider,More times than not the #Spectrum #SpectrumTv app does not work. 😡, 
1537221078,Hoveljo,I can see why #Spectrumtv is going door to door for business.  Suckered us in. When installer got here he told us exactly what we WOULDN'T be getting.  Like Chicago locals in HD really??? Its 2018. And if Packers are on Fox Milwaukee it would black out Fox Chicago Bears games., 
1537202304,JulietSilfvast,customer service at Spectrum tv sucks!! #SpectrumTV, 
1537202263,JulietSilfvast,"SpectrumTV is a rip off, customer service sucks!", 
1537135202,ClydeHouck,"#SpectrumTV please change your Spokeswoman, don't want to hear ELLEN  voice, tired of hearing it, sick of hearing it.", 
1537091693,ClydeHouck,"#SpectrumTV is just like any other Cable network, but maybe a little worse. In all the people voice they could use they are using Ellen voice, if I wanted to hear her voice I'd watch her show. Their service person, hasn't showed, no call, no responsibility.", 
1537023627,ClydeHouck,"#SpectrumTV you need to change your Spokesman or spoke person (Ellen). If i wanted to listen to her, I'd watch her TV Show, you get it. I'm about ready to cut Cable TV OFF.", 
1536893485,ConservativeRG,Is Spectrum TV service down??? @Ask_Spectrum I have no service in any of my devices  #spectrumTV https://t.co/ztmrxOZaKf, 
1536889433,mambabka,Is Spectrum TV service down??? @Ask_Spectrum I have no service in any of my devices  #spectrumTV https://t.co/ztmrxOZaKf, 
1536784650,ClydeHouck,"#SpectrumTV you need to get another Spokesperson for your Commercials, are you gonna lose some customers.", 
1536731839,DRODIANTV,@GetSpectrum  LoL tried to update to get @BET (which is supposed to be a default popular channel for most programming I would think) Calling doesn’t work when you’re closed &amp; no online capabilities to do so...Hefty cost for the best internet that freezes often no?Hmm #spectrumtv https://t.co/HCtTso9MXa, 
1536701075,ZekielValiant,My cable is acting up! @spectrumtv., 
1536624681,Rodzam71,"@Ask_Spectrum any info on why the spectrumtv app does not load? The service has been garbage the last couple of days, both on hardwired samsung smart tv, roku and iphone/ipad", 
1536588679,linell_,"What is going on with #Spectrumtv in #centralFL? You can't reach them, can't log in to your account, and can't find out what is going on. It's been over 12 hours.", 
1536557968,BetsyTweeter,@Ask_Spectrum All scheduled DVR recordings since around 8pm did not record. Could not see any channels above 10 on live TV. Now my cable box isn't working at all. Tried powering my cable box on/off-that doesn't work. I'm in zip code 32714. What's going on? #SpectrumTV #SpectrumAnswerThePhone https://t.co/MoHhlpZate, 
1536546518,PiNkHeart_LoV3,#spectrumtv #spectrum what is going on?????? All channels are out yet your automated system still states that there is no outage in my area....all my neighbors and surrounding neighborhoods are experiencing this issue Shared via TweetCaster, 
1536545325,DonnaNemeh,#spectrumtv #spectrum what is going on?????? All channels are out yet your automated system still states that there is no outage in my area....all my neighbors and surrounding neighborhoods are experiencing this issue Shared via TweetCaster, 
1536544558,matNlin,@Ask_Spectrum  cable down agggaaaiiinnnn! Can't sign into my services on the app or on spectrumtv. What's going on now? Orlando/meadow woods area., 
1536540957,Philippe_Tweets,Hey @Ask_Spectrum I pay for all my services to work. What’s the deal with my #SpectrumTV? https://t.co/r9ldXXmdex, 
1536540175,mayriza827,@Ask_Spectrum  cable down agggaaaiiinnnn! Can't sign into my services on the app or on spectrumtv. What's going on now? Orlando/meadow woods area., 
1536535642,linell_,"Hey, #WinterParkFL -- IS #SpectrumTV working for you right now?", 
1536524455,iagomega,@GetSpectrum @Ask_Spectrum #SpectrumTV = watching football in Minecraft mode... #whydoipayforthis? #cancelit https://t.co/Pc6tzTSbJk, 
1536514837,barrycooper,@Ask_Spectrum What is up with the SpectrumTV app? Is it going to be working today? At all?, 
1536513762,barrycooper,@GetSpectrum What is up with the SpectrumTV App? I can't reach it through any of my devices! Disappointing for the first day of the NFL season., 
1536345670,miszrina,Maybe sometime during the week I’ll go door to door spreading the gospel of how shitty @Ask_Spectrum @GetSpectrum is just like they send sales people going door to door selling crap. #SPECTRUM #spectrumtv #SpectrumLies #frauds #criminals, 
1536251489,BasdeoCarol,#talkshow #talkshowhost #spectrumtv #hottopics https://t.co/K4tBc1c6pa, 
1535926403,alissa_holmes,@Ask_Spectrum why can I order services online but I can’t cancel service online? I want to cancel my internet Tv and have to call. #spectrumtv #internettv, 
1535680620,dubbldp,None of the @SpectrumTV apps are working 🗑🗑🗑, 
1535679896,TheVoiceofBrian,@GetSpectrum your #spectrumtv app is really disappointing. Paying for TV and unable to watch. This is 2018 folks...app has been down many times in past month.  #unhappycustomer, 
1535671941,ckramer,"@BrightHouseCare @Ask_Spectrum  Well, SpectrumTV streaming isn’t working but my neighbors satellite streaming is working. Put THAT in your commercials.", 
1535663541,sorryhouse,"a charity should have a 'mundane with meaning' giveaway, where you win opportunities to do very mundane things w/ extra-ordinary celebrities. 1. watch 'everyone loves raymond' w/ Bjork 2. go to bed bath &amp; beyond to buy towels w/ Trent Reznor 3. call spectrumTV with Donald Glover", 
1535663384,superlau77,"a charity should have a 'mundane with meaning' giveaway, where you win opportunities to do very mundane things w/ extra-ordinary celebrities. 1. watch 'everyone loves raymond' w/ Bjork 2. go to bed bath &amp; beyond to buy towels w/ Trent Reznor 3. call spectrumTV with Donald Glover", 
1535656493,Kingsley_Feddi,Me n styles_hiphopgoddess @VoiceofCritics @MsMercy155 had Fun Doing this I cant wait until this airs TOMORROW ON #spectrumtv #cable channel 1993 #rgf #africa #jersey #feddination #Movin… https://t.co/9qdP71DHlN, 
1535575928,LivePdBlueLine,Seriously about to freak out on #SpectrumTv if my live streaming keeps going out. I’m trying to watch #HomicideHunter dang it. @carlmarino1 @LtJoeKenda @DiscoveryID https://t.co/9uv7b1NhkA, 
1538081009,StevenV14649778,Hmmm. #spectrumoutage for a good part of the U.S. right now. Don't know why. Go to https://t.co/PGfsFxJyqU https://t.co/EyL6mCjiFe, 
1538071934,vmike62,What a surprise I woke up to cable and internet down AGAIN!!!! How can I work from home? How am I supposed to study? This isso frustrating. #spectrumstrike #spectrumoutage #nyc #spectrum, 
1538054802,stucky980,"Ok, @Ask_Spectrum @GetSpectrum , Now my tech APPOINTMENT was mysteriously cancelled. Your billing department NEVER HAS AN OUTAGE, BUT your customer service is the worst I've ever experienced in my life.  #spectrumoutage #SPECTRUM https://t.co/lzeEpVv1Jk https://t.co/bsIHqpSMPl", 
1538052073,Caramel416,What a surprise I woke up to cable and internet down AGAIN!!!! How can I work from home? How am I supposed to study? This isso frustrating. #spectrumstrike #spectrumoutage #nyc #spectrum, 
1538048006,ikawip,@Ask_Spectrum Are you implying that no one is working to restore service? Possibly you are stating with your tweet that so much of your system is currently unavailable you need my help narrowing it down... #spectrumoutage, 
1538046231,ikawip,"#spectrumoutage hour 2! What does ""as soon as possible"" mean? @Ask_Spectrum", 
1538037025,Sauwercraud,Actually @Ask_Spectrum seems you are in big trouble tonight #spectrumoutage https://t.co/zTkar4wPBJ, 
1538036873,BKIND1964,"Ok, @Ask_Spectrum @GetSpectrum , Now my tech APPOINTMENT was mysteriously cancelled. Your billing department NEVER HAS AN OUTAGE, BUT your customer service is the worst I've ever experienced in my life.  #spectrumoutage #SPECTRUM https://t.co/lzeEpVv1Jk https://t.co/bsIHqpSMPl", 
1538035971,rockybarragan,@Ask_Spectrum that does not look good ... #spectrumoutage https://t.co/vSucy1RLIu, 
1538035877,Sauwercraud,@Ask_Spectrum that does not look good ... #spectrumoutage https://t.co/vSucy1RLIu, 
1538030722,CLWKatie,"#spectrumoutage @Ask_Spectrum No service in Rochester, Minnesota.....what the heck is going on?", 
1537989517,UNRAVELZmcmlxx,"Ok, @Ask_Spectrum @GetSpectrum , Now my tech APPOINTMENT was mysteriously cancelled. Your billing department NEVER HAS AN OUTAGE, BUT your customer service is the worst I've ever experienced in my life.  #spectrumoutage #SPECTRUM https://t.co/lzeEpVv1Jk https://t.co/bsIHqpSMPl", 
1537978947,UNRAVELZmcmlxx,"Ok, @Ask_Spectrum @GetSpectrum , this is getting ridiculous in your customer service is the worst I've ever experienced in my life, just saying. #spectrumoutage #SPECTRUM https://t.co/lzeEpVv1Jk", 
1537957431,kasts_echo,@Ask_Spectrum am I just unlucky or is there a #spectrumoutage now in Ohio?, 
1537925059,Torcho,@Ask_Spectrum Really? I waited all summer for this night @NBCThisisUs I hope you’re ready for millions of angry customers. #SpectrumOutage #nbc #ThisIsUs https://t.co/PKnuX03UPF, 
1537924975,economyofstyle,"Avoiding all #ThisIsUs tweets because apparently, I’ll have to watch it on demand tomorrow. #SpectrumOutage 😑 https://t.co/vEbku1GnHp", 
1537924711,debfene,Luckily I can watch this big beautiful moon over downtown St. Louis since there is a spectrum outage and I cannot watch @NBCThisisUs 😡😡😡 #SpectrumOutage, 
1537924067,debfene,@Ask_Spectrum Really? I waited all summer for this night @NBCThisisUs I hope you’re ready for millions of angry customers. #SpectrumOutage #nbc #ThisIsUs https://t.co/PKnuX03UPF, 
1537923747,debfene,OMG I am in a Spectrum outage and I can’t watch This Is Us!!!! So much for the show I’m crying anyways!!! #ThisIsUs #SpectrumOutage #Crying😭😭😭😭, 
1537923610,MelissaLanter,OMG I am in a Spectrum outage and I can’t watch This Is Us!!!! So much for the show I’m crying anyways!!! #ThisIsUs #SpectrumOutage #Crying😭😭😭😭, 
1537921200,KennyB7513,@Ask_Spectrum great.. now the app not working.. does anything work? #spectrumoutage https://t.co/8doinC8OXW, 
1537901883,G12Rocco,@tha1355 I’m feeling ya man.  All I need is my cable back from Spectrum. #spectrumoutage #SpectrumIsLame, 
1537768195,No_Star_Reviews,"If this was a Presidential Election @GetSpectrum would be looking at a landslide  Electoral College victory, too bad this is outages  #SpectrumOutage https://t.co/oDBU17nd6c", 
1537744364,GhostWriter556,.✨💥✨ DARN!!! Lost #CableAndWiFi AGAIN!!!  #SPECTRUMOutage And #HECODisruptionOfService !!!  Can't Be The BEAUTIFUL Weather...  Another Vehicle Taking Down a Utility Pole???  #HawaiianParadise   Sorry @KasieDC   @MSNBC, 
1537740629,ckboo2,@abbschap @GetSpectrum @Ask_Spectrum Same. #spectrumoutage, 
1537736100,ckboo2,"@Ask_Spectrum @Baby_Stinks This is what they tell everyone but they never actually do anything. Right, Spectrum? #spectrumoutage", 
1537735906,ckboo2,"@Skot777 @Ask_Spectrum Same! It’s everywhere. Spectrum, stop pretending there isn’t a problem. #spectrumoutage", 
1537735711,ckboo2,#spectrum #spectrumoutage https://t.co/xGWJtSDDTZ @Ask_Spectrum Any idea why my internet has been down since last night? Are we compensated for these service outages?, 
1537735528,ckboo2,#spectrumoutage https://t.co/LYLrf7Wn84 @Ask_Spectrum is there a nationwide outage or something nobody is telling us about? Reports of major outages in several states. I work from home and rely on internet access but it has been down all day.  CS has no idea what’s going on or isn’t telling me., 
1537734073,dddirtbag,Every day all week my @GetSpectrum internet does down around 12pm and stays down for a while. Anyone else have this problem? #spectrumoutage, 
1537726139,RichardPOULTER3,"Who's with me to get Congress to write a bill that states, if your television or internet service is down. The provider shall automatically credit the account at  $10 per day. #spectrum #ask_spectrum #spectrumoutage #broadband", 
1537709989,custservstory,So this is @Ask_Spectrum idea of good customer service I guess. I should not have to repeat myself in a fucking written DM just to get a call to discuss the #BadCustomerService  I experienced over the phone yesterday. #spectrumoutage #SpectrumInternet #ditchspectrum https://t.co/m5xW79BX0P, 
1537709864,ThatDarcyGirl,So this is @Ask_Spectrum idea of good customer service I guess. I should not have to repeat myself in a fucking written DM just to get a call to discuss the #BadCustomerService  I experienced over the phone yesterday. #spectrumoutage #SpectrumInternet #ditchspectrum https://t.co/m5xW79BX0P, 
1537709649,ThatDarcyGirl,@PAnder9729 @Ask_Spectrum does not even provide updates. I cannot get a straight answer as to what the issue is or what is being done to fix it. Have you noticed you don’t see any @GetSpectrum trucks out anywhere? #spectrumoutage #spectrum #askspectrum #poorservice, 
1537709598,ThatDarcyGirl,@Ask_Spectrum Still waiting on some useful information from you @Ask_Spectrum @GetSpectrum... #spectrumoutage #worstcustomerserviceever https://t.co/G9rfBsLkz7, 
1537709277,ThatDarcyGirl,"@AskSpectrum Still no internet in Oriental NC, what is the plan? My household relies on internet service for work! Century Link was online two days after the storm. #spectrumoutage", 
1537709246,ThatDarcyGirl,Day 4 without @GetSpectrum service in an area that saw little damage and no power outages. Why do we not see any service vehicles out trying to fix the problem @Ask_Spectrum ???? #spectrumoutage, 
1537658304,wcblanco,"@AskSpectrum Still no internet in Oriental NC, what is the plan? My household relies on internet service for work! Century Link was online two days after the storm. #spectrumoutage", 
1537656752,ckboo2,@askspectrum my internet has been intermittent (or mostly down) all morning. I heard a 10am CST time was expected restoration. Any word on status? Can’t work due to this. #SpectrumOutage, 
1537656324,ckboo2,"#spectrum #spectrumoutage https://t.co/xhQ2NcZc7m @BaconAndStocks @Ask_Spectrum Major outage due to Florence.  Spectrum is nonresponsive.  It's been 8 days.  Is there a plan?  Is there an estimated time for restoration?  I'm not looking for a miracle, just something that indicates someone is there.", 
1537656239,ckboo2,"#spectrumoutage #spectrum https://t.co/YzIQ3hF3y7 @Ask_Spectrum It was down for only about 10 mins tonight, but I can almost set my clock by the nightly outages.", 
1537656175,ckboo2,#spectrum #spectrumoutage https://t.co/ahYA6nNbw5 @Ask_Spectrum Yes I would like some assistance yes! Please provide it if you would so kindly do. I would like my internet to work without an excusable outage. For it to go out inexplicably as often as it does for the price you charge is unjustified and should be considered grand larceny!, 
1537649607,LittleJC_NC,@GetSpectrum when the hell are you people going to update EasternNC as an outage area?  We WERE hit by a Catergory 2 hurricane ya know. Time Warner was bad. You guys are a million times worse.  #fixyourtrash #spectrumoutage #HurricaneFlorence, 
1537551634,xerocube,@askspectrum my internet has been intermittent (or mostly down) all morning. I heard a 10am CST time was expected restoration. Any word on status? Can’t work due to this. #SpectrumOutage, 
1537503451,Lilbrittrn,#spectrumoutage ...seriously....where are you?!, 
1537494807,thomaswang56,@Ask_Spectrum what is going on in Irving Texas? Haven't had internet in hours #SpectrumOutage, 
1537470989,fasulo_chris,@Ask_Spectrum Internet not working in Harlem NYC. #spectrumoutage, 
1537459887,_SIRMA_,@Ask_Spectrum Internet down in Williamsburg for an hour now. We need updates!! #SpectrumOutage, 
1537394615,Neener86,Oh my. What a shock. This never happens. On Wednesday. @Ask_Spectrum why are you like this? @GetSpectrum a better cable provider #SpectrumOutage 5 of the last 10 days. https://t.co/t4j0mowE3d, 
1537385892,merylnyc,@Ask_Spectrum Internet not working in Harlem NYC. #spectrumoutage, 
1537296513,MackTrucker_1,@GetSpectrum when the hell are you people going to update EasternNC as an outage area?  We WERE hit by a Catergory 2 hurricane ya know. Time Warner was bad. You guys are a million times worse.  #fixyourtrash #spectrumoutage #HurricaneFlorence, 
1537269439,cdubyasaurusrex,@Ask_Spectrum Still waiting on some useful information from you @Ask_Spectrum @GetSpectrum... #spectrumoutage #worstcustomerserviceever https://t.co/G9rfBsLkz7, 
1537219459,cdubyasaurusrex,I know internet service is a completely petty thing to be complaining about considering the circumstances. I just hate being ripped off and then lied to about it. @Ask_Spectrum #SPECTRUM #spectrumoutage, 
1537219125,The_Brent_Wadas,"@Ask_Spectrum You say techs are working, but 4 days into our #SpectrumOutage I have not seen but one van in our entire city. Your customer service lied to me on when I would have internet. I’m losing money thanks to you. When we PM’d, all we were told was the party line. Terrible", 
1537216815,Mariesea7,#IDIOTS at @Ask_Spectrum @GetSpectrum are changing #charter accounts USER ID/PASSWORD without notifying #charter cable account holders. @congressdotgov should jail those bastards #spectrumoutage. @CBSNews @CNN @FoxNews @BBC @WIRED, 
1537210393,GITYDB,#IDIOTS at @Ask_Spectrum @GetSpectrum are changing #charter accounts USER ID/PASSWORD without notifying #charter cable account holders. @congressdotgov should jail those bastards #spectrumoutage. @CBSNews @CNN @FoxNews @BBC @WIRED, 
1537196375,jlavender24,Day 4 without @GetSpectrum service in an area that saw little damage and no power outages. Why do we not see any service vehicles out trying to fix the problem @Ask_Spectrum ???? #spectrumoutage, 
1537194442,Willyr007,@Ask_Spectrum @MyNews13 @CharterNewsroom @GetSpectrum @RokuPlayer #SpectrumTvapp #spectrumoutage 3 days and still no fix? Tv app not working here is a question why if I turn off wifi I can get past the error code left wifi on right wifi off but stuck on loading?? https://t.co/Lv03zyiLYu, 
1537153058,Willyr007,All day @RokuPlayer @GetSpectrum @CharterNewsroom #SpectrumTvapp #spectrumoutage error code IFE-1004?? https://t.co/01xuMS0vok, 
1537112592,jlavender24,@PAnder9729 @Ask_Spectrum does not even provide updates. I cannot get a straight answer as to what the issue is or what is being done to fix it. Have you noticed you don’t see any @GetSpectrum trucks out anywhere? #spectrumoutage #spectrum #askspectrum #poorservice, 
1537105609,PAnder9729,#spectrumoutage #spectrum #askspectrum  no wind. No rain . No service.  Have work to do.  You’re refund for time period lost means nothing to me.  Not being able to get my work done pisses me off!  I wish you weren’t the only service worth a damn.  I would switch in a minute!!!, 
1537102633,TCBiergarten,"Good Morning Happy ""still"" rainy Sunday #byebyeflorence is still in effect. We are open today 1PM to 8PM. Please be patient with us still no internet or TV #spectrumoutage but we have… https://t.co/piJXVpnJcB", 
1537071719,eturnitie,Booooooo! #spectrumoutage https://t.co/ibTRP9UCfN The fight ended 15 minutes ago. #delayedresponse https://t.co/h98eOS6vqE, 
1537058940,borabora017,@GetSpectrum @Ask_Spectrum when you pay $85 and this bullshit happens... #spectrumsucks #spectrumoutage https://t.co/BahCZnF7dN, 
1537047514,KennyB7513,@Ask_Spectrum how is it possible that there is an office on Nova Road in Daytona Beach but yet no WiFi hot spot? #hmm #noWiFi #spectrumoutage #confused https://t.co/t8GZIUBjqp, 
1537018446,RollTideTab,ALERT- the cable and internet is out in my ENTITE subdivision on the first Saturday of SEC football. @Ask_Spectrum you got about 27 minutes to fix this before emergency plans are put into action. #spectrumoutage #spectrumistheworst #rolltide #secfootball, 
1537016592,fasulo_chris,@Ask_Spectrum what’s going on in #Nyc #SPECTRUMoutage?, 
1536981790,ajmeader,@GetSpectrum YOU FCKING SUCK. EVERY NIGHT MY INTERNET CRASHES. It's only 1020 my time. WTAF??.  #spectrumoutage, 
1536951978,CEOEnterpriseNX,@Ask_Spectrum what’s going on in #Nyc #SPECTRUMoutage?, 
1536942667,b0rken,My @Ask_Spectrum connection is 188.72 Mbit/s &amp; is averaging &lt; 1/2 at 195.65 Mbit/s. Resetting modem yet again. #spectrumoutage https://t.co/J0j6l2mj0j, 
1536898565,b0rken,My @Ask_Spectrum connection is 257.72 Mbit/s &amp; is averaging &lt; 1/2 at 199.19 Mbit/s. Resetting modem yet again. #spectrumoutage https://t.co/QieqMeoLCU, 
1536896738,b0rken,My @Ask_Spectrum connection is 154.42 Mbit/s &amp; is averaging &lt; 1/2 at 197.68 Mbit/s. Resetting modem yet again. #spectrumoutage https://t.co/OczuxOCsYZ, 
1536879658,b0rken,My @Ask_Spectrum connection is 50.95 Mbit/s &amp; is averaging &lt; 1/2 at 196.21 Mbit/s. Resetting modem yet again. #spectrumoutage https://t.co/O9ZaC6cSMd, 
1536843323,MrsHMCurtis,"@NerdyYarn @wits29usa @Ask_Spectrum Abusing their size and power in the industry is not ok.,Trust me, I’m calling the @bbb_us today and all the publications/new stations because they’ve been double billing me for 7 months and are only trying to refund me the last 60 days. #spectrum #spectrumnews #spectrumoutage", 
1536842602,Bro_Fist,Man all I wanted was to play some games before work #spectrumoutage #spectrumdown @Ask_Spectrum, 
1536840959,b0rken,My @Ask_Spectrum connection is 136.84 Mbit/s &amp; is averaging &lt; 1/2 at 198.0 Mbit/s. Resetting modem yet again. #spectrumoutage https://t.co/iqWNXi8xhX, 
1536836464,b0rken,My @Ask_Spectrum connection is 172.62 Mbit/s &amp; is averaging &lt; 1/2 at 195.5 Mbit/s. Resetting modem yet again. #spectrumoutage https://t.co/G8fP7H86k4, 
1536760380,stucky980,A company that enjoys near #monopoly status especially one that provides vital services - #consumers derserve better! Maybe an #investigation is in order.... #SpectrumBad #SpectrumOutage #Orlando #broadband #accountability @GetSpectrum  https://t.co/fWNMlwiiYf, 
1536748457,StaystrongL3,A company that enjoys near #monopoly status especially one that provides vital services - #consumers derserve better! Maybe an #investigation is in order.... #SpectrumBad #SpectrumOutage #Orlando #broadband #accountability @GetSpectrum  https://t.co/fWNMlwiiYf, 
1536748197,BKIND1964,A company that enjoys near #monopoly status especially one that provides vital services - #consumers derserve better! Maybe an #investigation is in order.... #SpectrumBad #SpectrumOutage #Orlando #broadband #accountability @GetSpectrum  https://t.co/fWNMlwiiYf, 
1536747036,fasulo_chris,A company that enjoys near #monopoly status especially one that provides vital services - #consumers derserve better! Maybe an #investigation is in order.... #SpectrumBad #SpectrumOutage #Orlando #broadband #accountability @GetSpectrum  https://t.co/fWNMlwiiYf, 
1536742199,StrikeSpectrum,"A company that enjoys near #monopoly status especially one that provides vital services - #consumers derserve better! Maybe an #investigation is in order.... #SpectrumBad #SpectrumOutage #Orlando #broadband #accountability @GetSpectrum  https://t.co/fWNMlwiiYf Dozens of customers said that the information Spectrum provided did not include how many customers were affected, what caused the outage, a time frame for when service would be restored and if they would be credited for the loss of service. https://t.co/HugkWFiBY4", 
1536718261,gusspeaks,"@_MissClick_ I streamed for almost 2 hours, the Internet crashed 4 times. Curse you #spectrumoutage", 
1536714017,dc_byrne,Out since 8pm in central Florida. #SpectrumOutage https://t.co/PBpBGrOOHy, 
1536712440,JustaBBFan13,@Ask_Spectrum. We demand a 2 week minum refund this is crazy last 72 hrs #SPECTRUM #spectrumoutage, 
1536712052,GirlsGotSole,Please get internet back up in Winter Garden! #spectrumoutage, 
1536700771,lesallpr,"@Ask_Spectrum I need credit of 2 weeks for no service on phone,internet and cable due to outages ,this is ridiculous today again #spectrumoutage #spectrum💩 #badservice #badcustomerservice #badcableservice thinking to switch to @dish or @DIRECTV", 
1536666778,wecke,@Ask_Spectrum *ANY* update on when the DVRs will be working again in Central Florida? #SpectrumOutage, 
1536644632,JoshuaBowlby,Nothing like getting a new game and having @GetSpectrum go down every 30 mins. #Unbelievable #spectrumoutage, 
1536634857,b0rken,My @Ask_Spectrum connection is 146.95 Mbit/s &amp; is averaging &lt; 1/2 at 199.04 Mbit/s. Resetting modem yet again. #spectrumoutage https://t.co/iPSlRDel5T, 
1536633060,b0rken,My @Ask_Spectrum connection is 258.89 Mbit/s &amp; is averaging &lt; 1/2 at 198.91 Mbit/s. Resetting modem yet again. #spectrumoutage https://t.co/j36cmGuxrg, 
1536632217,SnitchOnThese,"Um, why does my guide now look like this and why can't I access the menu or DVR? @GetSpectrum #SPECTRUM #spectrumoutage https://t.co/zhYw4L61Wn", 
1536629754,misseattle,"Um, why does my guide now look like this and why can't I access the menu or DVR? @GetSpectrum #SPECTRUM #spectrumoutage https://t.co/zhYw4L61Wn", 
1536628566,b0rken,My @Ask_Spectrum connection is 226.47 Mbit/s &amp; is averaging &lt; 1/2 at 199.16 Mbit/s. Resetting modem yet again. #spectrumoutage https://t.co/2Wuytz7Nsk, 
1536628252,sixtz4me,#spectrumoutage You can expect a special counsel calling by Mueller and the Gestapo!, 
1536624940,b0rken,My @Ask_Spectrum connection is 109.82 Mbit/s &amp; is averaging &lt; 1/2 at 196.64 Mbit/s. Resetting modem yet again. #spectrumoutage https://t.co/el55gt1600, 
1536622492,BebaRivera,@Ask_Spectrum No internet at all in Central Florida. What's going on? What caused the outage? #spectrumoutage, 
1536620445,b0rken,My @Ask_Spectrum connection is 85.7 Mbit/s &amp; is averaging &lt; 1/2 at 198.77 Mbit/s. Resetting modem yet again. #spectrumoutage https://t.co/JUW23xhd5a, 
1536618813,ChrisEdwardsCE,"Hey @ATT, @DIRECTV, @YouTubeTV and others. I would start targeting an ad campaign to Central Florida since @GetSpectrum has been down for over 24 hours and LOTS are canceling their service! #spectrumoutage #smartbusiness", 
1536617846,RomanThe1st,@downdetector #spectrumoutage, 
